id,vendor_id,prod_cat_id,name,brand,desc,price,features,search_kw,prev_price,created_dt,updated_dt,deactivated_flag
1005437,VEND0076,CAT0027,Philips Vacuum,philips,Philips Vacuum: appliances environment vacuum,437.57,{'brand': 'philips'},"['philips', 'appliances', 'environment', 'vacuum']",,2022-12-24 22:10:16,2022-12-24 22:10:16,False
1005438,VEND0059,CAT0029,Rowenta Iron,rowenta,Rowenta Iron: appliances iron,182.73,{'brand': 'rowenta'},"['rowenta', 'appliances', 'iron']",,2022-12-24 22:28:43,2022-12-24 22:28:43,False
1005439,VEND0079,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,74.62,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-24 22:47:28,2022-12-24 22:47:28,False
1005440,VEND0025,CAT0029,Panasonic Iron,panasonic,Panasonic Iron: appliances iron,92.41,{'brand': 'panasonic'},"['panasonic', 'appliances', 'iron']",,2022-12-24 23:03:20,2022-12-24 23:03:20,False
1005441,VEND0007,CAT0029,Laurastar Iron,laurastar,Laurastar Iron: appliances iron,617.75,{'brand': 'laurastar'},"['laurastar', 'appliances', 'iron']",,2022-12-24 23:21:34,2022-12-24 23:21:34,False
1005442,VEND0046,CAT0029,Laurastar Iron,laurastar,Laurastar Iron: appliances iron,617.75,{'brand': 'laurastar'},"['laurastar', 'appliances', 'iron']",,2022-12-24 23:38:04,2022-12-24 23:38:04,False
1005443,VEND0012,CAT0029,Bosch Iron,bosch,Bosch Iron: appliances iron,97.79,{'brand': 'bosch'},"['bosch', 'appliances', 'iron']",,2022-12-24 23:50:35,2022-12-24 23:50:35,False
1005444,VEND0047,CAT0029,Bosch Iron,bosch,Bosch Iron: appliances iron,82.34,{'brand': 'bosch'},"['bosch', 'appliances', 'iron']",,2022-12-25 00:07:51,2022-12-25 00:07:51,False
1005445,VEND0085,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,40.93,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 00:28:14,2022-12-25 00:28:14,False
1005446,VEND0031,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,46.31,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 00:45:40,2022-12-25 00:45:40,False
1005447,VEND0070,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,53.54,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 01:00:33,2022-12-25 01:00:33,False
1005448,VEND0030,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,56.6,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 01:12:01,2022-12-25 01:12:01,False
1005449,VEND0005,CAT0029,Laurastar Iron,laurastar,Laurastar Iron: appliances iron,720.71,{'brand': 'laurastar'},"['laurastar', 'appliances', 'iron']",,2022-12-25 01:23:09,2022-12-25 01:23:09,False
1005450,VEND0081,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,45.28,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 01:35:48,2022-12-25 01:35:48,False
1005451,VEND0054,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,36.01,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 01:49:48,2022-12-25 01:49:48,False
1005452,VEND0022,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,38.59,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-25 02:03:12,2022-12-25 02:03:12,False
1005453,VEND0051,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,43.73,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 02:16:06,2022-12-25 02:16:06,False
1005454,VEND0010,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,46.31,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 02:31:23,2022-12-25 02:31:23,False
1005455,VEND0055,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,28.03,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-25 02:46:17,2022-12-25 02:46:17,False
1005456,VEND0070,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,154.42,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 03:02:22,2022-12-25 03:02:22,False
1005457,VEND0063,CAT0029,Polaris Iron,polaris,Polaris Iron: appliances iron,20.31,{'brand': 'polaris'},"['polaris', 'appliances', 'iron']",,2022-12-25 03:18:55,2022-12-25 03:18:55,False
1005458,VEND0007,CAT0029,Polaris Iron,polaris,Polaris Iron: appliances iron,20.82,{'brand': 'polaris'},"['polaris', 'appliances', 'iron']",,2022-12-25 03:32:20,2022-12-25 03:32:20,False
1005459,VEND0066,CAT0029,Saturn Iron,saturn,Saturn Iron: appliances iron,9.76,{'brand': 'saturn'},"['saturn', 'appliances', 'iron']",,2022-12-25 03:45:23,2022-12-25 03:45:23,False
1005460,VEND0028,CAT0029,Saturn Iron,saturn,Saturn Iron: appliances iron,11.26,{'brand': 'saturn'},"['saturn', 'appliances', 'iron']",,2022-12-25 04:01:30,2022-12-25 04:01:30,False
1005461,VEND0062,CAT0029,Polaris Iron,polaris,Polaris Iron: appliances iron,23.14,{'brand': 'polaris'},"['polaris', 'appliances', 'iron']",,2022-12-25 04:19:55,2022-12-25 04:19:55,False
1005462,VEND0001,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,22.11,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-25 04:36:15,2022-12-25 04:36:15,False
1005463,VEND0066,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,28.24,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-25 04:47:01,2022-12-25 04:47:01,False
1005464,VEND0029,CAT0029,Maxwell Iron,maxwell,Maxwell Iron: appliances iron,15.42,{'brand': 'maxwell'},"['maxwell', 'appliances', 'iron']",,2022-12-25 04:58:13,2022-12-25 04:58:13,False
1005465,VEND0089,CAT0029,Saturn Iron,saturn,Saturn Iron: appliances iron,10.76,{'brand': 'saturn'},"['saturn', 'appliances', 'iron']",,2022-12-25 05:09:59,2022-12-25 05:09:59,False
1005466,VEND0004,CAT0029,Saturn Iron,saturn,Saturn Iron: appliances iron,9.76,{'brand': 'saturn'},"['saturn', 'appliances', 'iron']",,2022-12-25 05:20:08,2022-12-25 05:20:08,False
1005467,VEND0062,CAT0029,Maxwell Iron,maxwell,Maxwell Iron: appliances iron,15.19,{'brand': 'maxwell'},"['maxwell', 'appliances', 'iron']",,2022-12-25 05:35:43,2022-12-25 05:35:43,False
1005468,VEND0055,CAT0029,Scarlett Iron,scarlett,Scarlett Iron: appliances iron,22.11,{'brand': 'scarlett'},"['scarlett', 'appliances', 'iron']",,2022-12-25 05:51:14,2022-12-25 05:51:14,False
1005469,VEND0003,CAT0029,Scarlett Iron,scarlett,Scarlett Iron: appliances iron,92.64,{'brand': 'scarlett'},"['scarlett', 'appliances', 'iron']",,2022-12-25 06:02:26,2022-12-25 06:02:26,False
1005470,VEND0086,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,249.66,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 06:17:18,2022-12-25 06:17:18,False
1005471,VEND0085,CAT0029,Saturn Iron,saturn,Saturn Iron: appliances iron,10.01,{'brand': 'saturn'},"['saturn', 'appliances', 'iron']",,2022-12-25 06:33:42,2022-12-25 06:33:42,False
1005472,VEND0025,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,190.46,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 06:47:18,2022-12-25 06:47:18,False
1005473,VEND0036,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,28.29,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-25 07:02:41,2022-12-25 07:02:41,False
1005474,VEND0009,CAT0029,Maxwell Iron,maxwell,Maxwell Iron: appliances iron,23.09,{'brand': 'maxwell'},"['maxwell', 'appliances', 'iron']",,2022-12-25 07:18:09,2022-12-25 07:18:09,False
1005475,VEND0024,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,20.08,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-25 07:33:43,2022-12-25 07:33:43,False
1005476,VEND0049,CAT0029,Panasonic Iron,panasonic,Panasonic Iron: appliances iron,102.62,{'brand': 'panasonic'},"['panasonic', 'appliances', 'iron']",,2022-12-25 07:50:53,2022-12-25 07:50:53,False
1005477,VEND0022,CAT0029,Maxwell Iron,maxwell,Maxwell Iron: appliances iron,12.79,{'brand': 'maxwell'},"['maxwell', 'appliances', 'iron']",,2022-12-25 08:05:28,2022-12-25 08:05:28,False
1005478,VEND0077,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,321.73,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 08:19:59,2022-12-25 08:19:59,False
1005479,VEND0007,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,321.73,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 08:35:49,2022-12-25 08:35:49,False
1005480,VEND0024,CAT0029,Bosch Iron,bosch,Bosch Iron: appliances iron,154.42,{'brand': 'bosch'},"['bosch', 'appliances', 'iron']",,2022-12-25 08:52:27,2022-12-25 08:52:27,False
1005481,VEND0060,CAT0029,Polaris Iron,polaris,Polaris Iron: appliances iron,43.48,{'brand': 'polaris'},"['polaris', 'appliances', 'iron']",,2022-12-25 09:05:54,2022-12-25 09:05:54,False
1005482,VEND0041,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,28.06,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-25 09:18:17,2022-12-25 09:18:17,False
1005483,VEND0078,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,39.87,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 09:36:18,2022-12-25 09:36:18,False
1005484,VEND0053,CAT0029,Polaris Iron,polaris,Polaris Iron: appliances iron,36.01,{'brand': 'polaris'},"['polaris', 'appliances', 'iron']",,2022-12-25 09:53:12,2022-12-25 09:53:12,False
1005485,VEND0033,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,25.97,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-25 10:03:48,2022-12-25 10:03:48,False
1005486,VEND0087,CAT0029,Redmond Iron,redmond,Redmond Iron: appliances iron,36.01,{'brand': 'redmond'},"['redmond', 'appliances', 'iron']",,2022-12-25 10:12:32,2022-12-25 10:12:32,False
1005487,VEND0073,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,308.86,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 10:25:08,2022-12-25 10:25:08,False
1005488,VEND0043,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,295.99,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 10:41:12,2022-12-25 10:41:12,False
1005489,VEND0014,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,386.08,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 10:58:54,2022-12-25 10:58:54,False
1005490,VEND0014,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,360.29,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 11:15:57,2022-12-25 11:15:57,False
1005491,VEND0053,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,25.71,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-25 11:30:41,2022-12-25 11:30:41,False
1005492,VEND0069,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,373.21,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 11:43:55,2022-12-25 11:43:55,False
1005493,VEND0055,CAT0029,Redmond Iron,redmond,Redmond Iron: appliances iron,28.29,{'brand': 'redmond'},"['redmond', 'appliances', 'iron']",,2022-12-25 11:59:29,2022-12-25 11:59:29,False
1005494,VEND0033,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,93.88,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 12:17:37,2022-12-25 12:17:37,False
1005495,VEND0071,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,386.08,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 12:32:47,2022-12-25 12:32:47,False
1005496,VEND0024,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,69.47,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 12:48:17,2022-12-25 12:48:17,False
1005497,VEND0043,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,51.46,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 13:06:14,2022-12-25 13:06:14,False
1005498,VEND0055,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,82.34,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 13:23:41,2022-12-25 13:23:41,False
1005499,VEND0067,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,74.62,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 13:37:01,2022-12-25 13:37:01,False
1005500,VEND0068,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,66.9,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 13:52:24,2022-12-25 13:52:24,False
1005501,VEND0079,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,46.31,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 14:10:11,2022-12-25 14:10:11,False
1005502,VEND0025,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,22.91,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-25 14:23:43,2022-12-25 14:23:43,False
1005503,VEND0024,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,40.67,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 14:40:24,2022-12-25 14:40:24,False
1005504,VEND0033,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,79.77,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 14:59:25,2022-12-25 14:59:25,False
1005505,VEND0026,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,184.02,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 15:13:23,2022-12-25 15:13:23,False
1005506,VEND0060,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,30.86,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 15:25:49,2022-12-25 15:25:49,False
1005507,VEND0042,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,93.93,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-25 15:41:59,2022-12-25 15:41:59,False
1005508,VEND0082,CAT0029,Elenberg Iron,elenberg,Elenberg Iron: appliances iron,20.57,{'brand': 'elenberg'},"['elenberg', 'appliances', 'iron']",,2022-12-25 15:59:09,2022-12-25 15:59:09,False
1005509,VEND0034,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,41.16,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 16:15:31,2022-12-25 16:15:31,False
1005510,VEND0080,CAT0029,Polaris Iron,polaris,Polaris Iron: appliances iron,25.71,{'brand': 'polaris'},"['polaris', 'appliances', 'iron']",,2022-12-25 16:28:06,2022-12-25 16:28:06,False
1005511,VEND0013,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,169.86,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 16:42:26,2022-12-25 16:42:26,False
1005512,VEND0053,CAT0029,Redmond Iron,redmond,Redmond Iron: appliances iron,43.73,{'brand': 'redmond'},"['redmond', 'appliances', 'iron']",,2022-12-25 17:02:42,2022-12-25 17:02:42,False
1005513,VEND0041,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,25.48,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 17:23:33,2022-12-25 17:23:33,False
1005514,VEND0036,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,26.51,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 17:42:33,2022-12-25 17:42:33,False
1005515,VEND0020,CAT0029,Galaxy Iron,galaxy,Galaxy Iron: appliances iron,14.39,{'brand': 'galaxy'},"['galaxy', 'appliances', 'iron']",,2022-12-25 17:58:20,2022-12-25 17:58:20,False
1005516,VEND0020,CAT0029,Galaxy Iron,galaxy,Galaxy Iron: appliances iron,22.11,{'brand': 'galaxy'},"['galaxy', 'appliances', 'iron']",,2022-12-25 18:12:25,2022-12-25 18:12:25,False
1005517,VEND0022,CAT0029,Galaxy Iron,galaxy,Galaxy Iron: appliances iron,20.31,{'brand': 'galaxy'},"['galaxy', 'appliances', 'iron']",,2022-12-25 18:29:50,2022-12-25 18:29:50,False
1005518,VEND0065,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,32.2,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-25 18:47:46,2022-12-25 18:47:46,False
1005519,VEND0005,CAT0029,Gorenje Iron,gorenje,Gorenje Iron: appliances iron,72.96,{'brand': 'gorenje'},"['gorenje', 'appliances', 'iron']",,2022-12-25 19:02:29,2022-12-25 19:02:29,False
1005520,VEND0004,CAT0029,Gorenje Iron,gorenje,Gorenje Iron: appliances iron,71.68,{'brand': 'gorenje'},"['gorenje', 'appliances', 'iron']",,2022-12-25 19:16:35,2022-12-25 19:16:35,False
1005521,VEND0075,CAT0029,Willmark Iron,willmark,Willmark Iron: appliances iron,15.42,{'brand': 'willmark'},"['willmark', 'appliances', 'iron']",,2022-12-25 19:30:50,2022-12-25 19:30:50,False
1005522,VEND0036,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,48.51,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-25 19:45:12,2022-12-25 19:45:12,False
1005523,VEND0089,CAT0029,Scarlett Iron,scarlett,Scarlett Iron: appliances iron,22.77,{'brand': 'scarlett'},"['scarlett', 'appliances', 'iron']",,2022-12-25 20:02:53,2022-12-25 20:02:53,False
1005524,VEND0010,CAT0029,Scarlett Iron,scarlett,Scarlett Iron: appliances iron,21.23,{'brand': 'scarlett'},"['scarlett', 'appliances', 'iron']",,2022-12-25 20:24:12,2022-12-25 20:24:12,False
1005525,VEND0056,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,334.55,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 20:40:05,2022-12-25 20:40:05,False
1005526,VEND0010,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,79.77,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 20:50:53,2022-12-25 20:50:53,False
1005527,VEND0056,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,43.5,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 21:05:05,2022-12-25 21:05:05,False
1005528,VEND0002,CAT0029,Saturn Iron,saturn,Saturn Iron: appliances iron,22.42,{'brand': 'saturn'},"['saturn', 'appliances', 'iron']",,2022-12-25 21:21:46,2022-12-25 21:21:46,False
1005529,VEND0064,CAT0029,Rowenta Iron,rowenta,Rowenta Iron: appliances iron,102.94,{'brand': 'rowenta'},"['rowenta', 'appliances', 'iron']",,2022-12-25 21:38:49,2022-12-25 21:38:49,False
1005530,VEND0004,CAT0029,Elenberg Iron,elenberg,Elenberg Iron: appliances iron,28.29,{'brand': 'elenberg'},"['elenberg', 'appliances', 'iron']",,2022-12-25 21:52:58,2022-12-25 21:52:58,False
1005531,VEND0070,CAT0029,Redmond Iron,redmond,Redmond Iron: appliances iron,41.16,{'brand': 'redmond'},"['redmond', 'appliances', 'iron']",,2022-12-25 22:06:42,2022-12-25 22:06:42,False
1005532,VEND0060,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,334.6,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 22:23:43,2022-12-25 22:23:43,False
1005533,VEND0072,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,69.42,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 22:43:35,2022-12-25 22:43:35,False
1005534,VEND0009,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,110.66,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 23:01:13,2022-12-25 23:01:13,False
1005535,VEND0050,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,28.29,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-25 23:17:19,2022-12-25 23:17:19,False
1005536,VEND0089,CAT0029,Polaris Iron,polaris,Polaris Iron: appliances iron,22.78,{'brand': 'polaris'},"['polaris', 'appliances', 'iron']",,2022-12-25 23:32:04,2022-12-25 23:32:04,False
1005537,VEND0010,CAT0029,Redmond Iron,redmond,Redmond Iron: appliances iron,51.46,{'brand': 'redmond'},"['redmond', 'appliances', 'iron']",,2022-12-25 23:44:22,2022-12-25 23:44:22,False
1005538,VEND0049,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,56.6,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-26 00:00:24,2022-12-26 00:00:24,False
1005539,VEND0087,CAT0029,Scarlett Iron,scarlett,Scarlett Iron: appliances iron,26.49,{'brand': 'scarlett'},"['scarlett', 'appliances', 'iron']",,2022-12-26 00:15:49,2022-12-26 00:15:49,False
1005540,VEND0025,CAT0029,Panasonic Iron,panasonic,Panasonic Iron: appliances iron,65.7,{'brand': 'panasonic'},"['panasonic', 'appliances', 'iron']",,2022-12-26 00:32:21,2022-12-26 00:32:21,False
1005541,VEND0039,CAT0029,Polaris Iron,polaris,Polaris Iron: appliances iron,27.52,{'brand': 'polaris'},"['polaris', 'appliances', 'iron']",,2022-12-26 00:48:29,2022-12-26 00:48:29,False
1005542,VEND0090,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,463.31,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-26 00:59:49,2022-12-26 00:59:49,False
1005543,VEND0009,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,437.57,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-26 01:13:18,2022-12-26 01:13:18,False
1005544,VEND0017,CAT0029,Redmond Iron,redmond,Redmond Iron: appliances iron,46.73,{'brand': 'redmond'},"['redmond', 'appliances', 'iron']",,2022-12-26 01:33:43,2022-12-26 01:33:43,False
1005545,VEND0039,CAT0029,Redmond Iron,redmond,Redmond Iron: appliances iron,69.47,{'brand': 'redmond'},"['redmond', 'appliances', 'iron']",,2022-12-26 01:51:43,2022-12-26 01:51:43,False
1005546,VEND0040,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,29.83,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-26 02:03:45,2022-12-26 02:03:45,False
1005547,VEND0079,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,52.74,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-26 02:18:22,2022-12-26 02:18:22,False
1005548,VEND0016,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,154.42,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-26 02:34:53,2022-12-26 02:34:53,False
1005549,VEND0023,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,84.87,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-26 02:50:31,2022-12-26 02:50:31,False
1005550,VEND0080,CAT0029,Panasonic Iron,panasonic,Panasonic Iron: appliances iron,26.49,{'brand': 'panasonic'},"['panasonic', 'appliances', 'iron']",,2022-12-26 03:05:55,2022-12-26 03:05:55,False
1005551,VEND0044,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,101.65,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-26 03:19:04,2022-12-26 03:19:04,False
1005552,VEND0043,CAT0029,Scarlett Iron,scarlett,Scarlett Iron: appliances iron,16.71,{'brand': 'scarlett'},"['scarlett', 'appliances', 'iron']",,2022-12-26 03:33:51,2022-12-26 03:33:51,False
1005553,VEND0078,CAT0029,Scarlett Iron,scarlett,Scarlett Iron: appliances iron,23.14,{'brand': 'scarlett'},"['scarlett', 'appliances', 'iron']",,2022-12-26 03:49:37,2022-12-26 03:49:37,False
1005554,VEND0061,CAT0029,Vitek Iron,vitek,Vitek Iron: appliances iron,17.99,{'brand': 'vitek'},"['vitek', 'appliances', 'iron']",,2022-12-26 04:02:32,2022-12-26 04:02:32,False
1005555,VEND0067,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,110.66,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-26 04:12:41,2022-12-26 04:12:41,False
1005556,VEND0040,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,102.94,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-26 04:23:29,2022-12-26 04:23:29,False
1005557,VEND0046,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,411.83,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-26 04:37:27,2022-12-26 04:37:27,False
1005558,VEND0033,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,386.08,{'brand': 'braun'},"['braun', 'appliances', 'iron']",,2022-12-26 04:53:55,2022-12-26 04:53:55,False
1005559,VEND0072,CAT0029,Braun Iron,braun,Braun Iron: appliances iron,437.57,{'brand': 'braun'},"['braun', 'appliances', 'iron']",411.83,2022-12-26 05:10:53,2023-03-02 23:28:38,False
1005560,VEND0085,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,183.97,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-26 05:23:44,2022-12-26 05:23:44,False
1005561,VEND0024,CAT0029,Scarlett Iron,scarlett,Scarlett Iron: appliances iron,25.71,{'brand': 'scarlett'},"['scarlett', 'appliances', 'iron']",,2022-12-26 05:36:34,2022-12-26 05:36:34,False
1005562,VEND0008,CAT0029,Redmond Iron,redmond,Redmond Iron: appliances iron,69.47,{'brand': 'redmond'},"['redmond', 'appliances', 'iron']",,2022-12-26 05:51:58,2022-12-26 05:51:58,False
1005563,VEND0050,CAT0029,Rowenta Iron,rowenta,Rowenta Iron: appliances iron,51.46,{'brand': 'rowenta'},"['rowenta', 'appliances', 'iron']",,2022-12-26 06:08:50,2022-12-26 06:08:50,False
1005564,VEND0050,CAT0029,Elenberg Iron,elenberg,Elenberg Iron: appliances iron,16.71,{'brand': 'elenberg'},"['elenberg', 'appliances', 'iron']",,2022-12-26 06:21:54,2022-12-26 06:21:54,False
1005565,VEND0049,CAT0029,Elenberg Iron,elenberg,Elenberg Iron: appliances iron,20.57,{'brand': 'elenberg'},"['elenberg', 'appliances', 'iron']",,2022-12-26 06:33:28,2022-12-26 06:33:28,False
1005566,VEND0082,CAT0029,Scarlett Iron,scarlett,Scarlett Iron: appliances iron,11.94,{'brand': 'scarlett'},"['scarlett', 'appliances', 'iron']",,2022-12-26 06:48:58,2022-12-26 06:48:58,False
1005567,VEND0018,CAT0029,Philips Iron,philips,Philips Iron: appliances iron,108.09,{'brand': 'philips'},"['philips', 'appliances', 'iron']",,2022-12-26 07:07:32,2022-12-26 07:07:32,False
1005568,VEND0091,CAT0029,Tefal Iron,tefal,Tefal Iron: appliances iron,154.42,{'brand': 'tefal'},"['tefal', 'appliances', 'iron']",,2022-12-26 07:27:23,2022-12-26 07:27:23,False
1005569,VEND0087,CAT0029,Saturn Iron,saturn,Saturn Iron: appliances iron,18.33,{'brand': 'saturn'},"['saturn', 'appliances', 'iron']",,2022-12-26 07:44:54,2022-12-26 07:44:54,False
