id,trx_header_id,prod_id,quantity,price,amnt,hrs_incart
210465,259763,1008084,1,46.3,46.3,
210466,259763,1002298,2,308.86,617.72,
210467,259763,1002115,1,278.54,278.54,
210468,259763,1008799,1,133.83,133.83,
210469,259763,1001621,1,360.08,360.08,
210470,259763,1002175,1,423.95,423.95,
210471,259773,1002357,1,1413.16,1413.16,
210472,259773,1001709,1,344.64,344.64,
210473,259773,1006762,1,22.39,22.39,
210474,259773,1001730,1,151.87,151.87,
210475,259773,1010846,1,129.03,129.03,
210476,259773,1002052,1,1286.75,1286.75,
210477,259773,1002105,1,254.76,254.76,
210478,259780,1002302,1,1235.24,1235.24,
210479,259780,1003661,1,158.04,158.04,
210480,259780,1002167,1,130.76,130.76,
210481,259780,1007365,1,120.98,120.98,
210482,259780,1002268,1,614.55,614.55,
210483,259780,1002340,1,975.57,975.57,
210484,259780,1008445,1,200.52,200.52,
210485,259780,1002298,1,308.86,308.86,
210486,259780,1001665,1,587.56,587.56,
210487,259780,1002325,1,154.38,154.38,
210488,259780,1002115,1,278.54,278.54,
210489,259791,1003629,1,282.2,282.2,
210490,259791,1007077,1,35.81,35.81,
210491,259791,1002176,2,286.86,573.72,
210492,259791,1002263,1,103.08,103.08,
210493,259791,1001613,1,464.08,464.08,
210494,259791,1002197,1,111.79,111.79,
210495,259791,1001671,1,710.3,710.3,
210496,259791,1006073,1,166.65,166.65,
210497,259800,1007097,1,259.98,259.98,
210498,259800,1005223,1,299.88,299.88,
210499,259800,1002326,1,447.86,447.86,
210500,259800,1003151,1,1122.9,1122.9,
210501,259804,1002169,1,134.41,134.41,
210502,259804,1009792,1,24.71,24.71,
210503,259804,1001897,1,735.01,735.01,
210504,259804,1002370,1,2072.1,2072.1,
210505,259804,1001909,1,733.92,733.92,
210506,259804,1002041,1,636.05,636.05,
210507,259804,1001700,1,231.38,231.38,
210508,259811,1002290,1,208.13,208.13,
210509,259811,1003043,1,827.47,827.47,
210510,259811,1002073,1,130.62,130.62,
210511,259811,1006774,1,66.87,66.87,
210512,259811,1002279,1,205.5,205.5,
210513,259811,1010482,1,31.66,31.66,
210514,259811,1002167,1,130.76,130.76,
210515,259811,1001613,1,464.08,464.08,
210516,259811,1001847,1,96.53,96.53,
210517,259811,1006516,1,218.77,218.77,
210518,259811,1003671,1,385.05,385.05,
210519,259822,1002090,2,185.71,371.42,
210520,259822,1001613,1,464.08,464.08,
210521,259822,1003837,1,38.35,38.35,
210522,259822,1002330,1,1415.48,1415.48,
210523,259822,1001833,1,97.27,97.27,
210524,259822,1002169,1,134.41,134.41,
210525,259822,1001602,1,514.76,514.76,
210526,259830,1002115,1,278.54,278.54,
210527,259830,1002176,1,286.86,286.86,
210528,259830,1006709,1,107.8,107.8,
210529,259830,1002167,1,130.76,130.76,
210530,259830,1007086,1,46.08,46.08,
210531,259830,1009254,1,50.19,50.19,
210532,259830,1007912,1,60.35,60.35,
210533,259830,1002292,1,208.23,208.23,
210534,259830,1006908,1,142.95,142.95,
210535,259830,1002094,1,203.35,203.35,
210536,259830,1002762,1,875.16,875.16,
210537,259830,1002052,1,1286.75,1286.75,
210538,259842,1002330,1,1415.48,1415.48,
210539,259843,1008354,1,46.08,46.08,
210540,259843,1004711,1,51.22,51.22,
210541,259843,1002360,1,1747.79,1747.79,
210542,259843,1005660,1,102.94,102.94,
210543,259843,1003911,1,274.82,274.82,
210544,259843,1007016,1,92.59,92.59,
210545,259843,1003757,1,124.84,124.84,
210546,259843,1002388,1,321.5,321.5,
210547,259843,1007896,1,7.7,7.7,
210548,259852,1002149,2,174.78,349.56,
210549,259852,1009494,1,92.64,92.64,
210550,259852,1001958,1,257.15,257.15,
210551,259852,1002013,1,177.44,177.44,
210552,259852,1002167,1,130.76,130.76,
210553,259852,1003381,1,118.82,118.82,
210554,259852,1003611,1,368.04,368.04,
210555,259860,1002111,1,135.14,135.14,
210556,259860,1003684,1,422.09,422.09,
210557,259860,1002212,1,231.64,231.64,
210558,259860,1007949,1,61.01,61.01,
210559,259860,1002168,1,130.73,130.73,
210560,259860,1004767,1,59.18,59.18,
210561,259866,1008713,1,94.92,94.92,
210562,259866,1005166,1,224.18,224.18,
210563,259866,1007112,1,82.11,82.11,
210564,259866,1005812,1,264.62,264.62,
210565,259866,1002340,1,975.57,975.57,
210566,259866,1002302,1,1235.24,1235.24,
210567,259866,1008506,1,25.48,25.48,
210568,259873,1002340,1,975.57,975.57,
210569,259873,1003625,1,365.49,365.49,
210570,259873,1002313,1,123.3,123.3,
210571,259873,1002401,1,566.04,566.04,
210572,259877,1011295,1,778.87,778.87,
210573,259878,1001830,1,135.99,135.99,
210574,259878,1002249,2,231.64,463.28,
210575,259878,1007380,1,216.17,216.17,
210576,259878,1002115,1,278.54,278.54,
210577,259878,1002292,1,208.23,208.23,
210578,259884,1009778,1,118.08,118.08,
210579,259884,1004997,1,308.86,308.86,
210580,259884,1002263,1,103.08,103.08,
210581,259884,1003930,1,101.98,101.98,
210582,259884,1002151,1,241.18,241.18,
210583,259884,1004208,1,539.07,539.07,
210584,259884,1002325,1,154.38,154.38,
210585,259884,1001897,1,735.01,735.01,
210586,259884,1003642,1,539.5,539.5,
210587,259884,1002279,1,205.5,205.5,
210588,259894,1002268,1,614.55,614.55,
210589,259894,1001602,1,514.76,514.76,
210590,259894,1003683,1,506.29,506.29,
210591,259894,1005038,1,83.58,83.58,
210592,259894,1008445,1,200.52,200.52,
210593,259894,1004703,1,51.45,51.45,
210594,259894,1011560,1,84.92,84.92,
210595,259901,1011467,1,6.85,6.85,
210596,259902,1007211,1,603.49,603.49,
210597,259902,1001779,1,124.84,124.84,
210598,259902,1007823,1,15.42,15.42,
210599,259902,1001958,1,257.15,257.15,
210600,259902,1002167,1,130.76,130.76,
210601,259902,1001900,1,738.61,738.61,
210602,259902,1002095,1,203.35,203.35,
210603,259902,1008156,1,223.3,223.3,
210604,259902,1003452,1,514.79,514.79,
210605,259911,1011138,1,4.02,4.02,
210606,259911,1003062,1,2470.85,2470.85,
210607,259911,1003376,1,72.05,72.05,
210608,259914,1006577,1,25.46,25.46,
210609,259914,1002301,1,1206.45,1206.45,
210610,259914,1003671,1,385.05,385.05,
210611,259914,1002176,1,286.86,286.86,
210612,259914,1007165,1,151.61,151.61,
210613,259914,1001900,1,738.61,738.61,
210614,259914,1002346,1,949.83,949.83,
210615,259914,1009658,1,24.17,24.17,
210616,259914,1005992,1,295.76,295.76,
210617,259914,1011095,1,328.94,328.94,
210618,259924,1011212,1,51.22,51.22,
210619,259925,1003625,1,365.49,365.49,
210620,259925,1002176,1,286.86,286.86,
210621,259925,1002090,1,185.71,185.71,
210622,259925,1002360,2,1747.79,3495.58,
210623,259925,1003043,1,827.47,827.47,
210624,259925,1003354,1,138.63,138.63,
210625,259925,1004208,1,539.07,539.07,
210626,259933,1002260,1,257.23,257.23,
210627,259933,1002090,1,185.71,185.71,
210628,259933,1005079,1,380.85,380.85,
210629,259936,1003995,1,61.38,61.38,
210630,259936,1002168,1,130.73,130.73,
210631,259936,1009733,1,118.08,118.08,
210632,259936,1003632,1,1276.48,1276.48,
210633,259936,1007046,1,117.88,117.88,
210634,259936,1003335,1,131.83,131.83,
210635,259936,1002167,1,130.76,130.76,
210636,259936,1001602,1,514.76,514.76,
210637,259936,1009832,1,15.19,15.19,
210638,259936,1007327,1,56.63,56.63,
210639,259936,1002511,1,514.5,514.5,
210640,259947,1009792,1,24.71,24.71,
210641,259947,1005912,1,69.47,69.47,
210642,259947,1002379,1,308.63,308.63,
210643,259947,1002340,1,975.57,975.57,
210644,259947,1001693,1,407.11,407.11,
210645,259947,1008160,1,153.27,153.27,
210646,259947,1010743,1,206.22,206.22,
210647,259947,1003683,1,506.29,506.29,
210648,259947,1002581,1,308.63,308.63,
210649,259947,1004326,1,321.5,321.5,
210650,259947,1002179,1,388.81,388.81,
210651,259958,1005281,1,326.9,326.9,
210652,259958,1001621,1,360.08,360.08,
210653,259958,1006908,1,142.95,142.95,
210654,259958,1004848,1,30.86,30.86,
210655,259958,1002221,1,800.12,800.12,
210656,259958,1005318,1,105.28,105.28,
210657,259958,1005297,1,64.33,64.33,
210658,259958,1002169,1,134.41,134.41,
210659,259966,1007007,1,92.64,92.64,
210660,259966,1002041,1,636.05,636.05,
210661,259966,1004597,1,61.75,61.75,
210662,259966,1008324,1,38.87,38.87,
210663,259966,1002111,1,135.14,135.14,
210664,259966,1002535,1,823.42,823.42,
210665,259972,1002852,1,1662.56,1662.56,
210666,259972,1006309,1,56.63,56.63,
210667,259972,1010593,1,67.44,67.44,
210668,259972,1009897,1,9.76,9.76,
210669,259976,1002330,1,1415.48,1415.48,
210670,259976,1009128,1,48.65,48.65,
210671,259976,1001900,1,738.61,738.61,
210672,259976,1005339,1,102.42,102.42,
210673,259976,1006708,1,127.05,127.05,
210674,259976,1002325,1,154.38,154.38,
210675,259976,1002820,1,486.47,486.47,
210676,259976,1002088,1,197.52,197.52,
210677,259984,1011345,1,48.78,48.78,
210678,259985,1005917,1,28.24,28.24,
210679,259985,1002301,1,1206.45,1206.45,
210680,259985,1005298,1,90.07,90.07,
210681,259985,1002382,1,231.41,231.41,
210682,259985,1002176,1,286.86,286.86,
210683,259985,1001779,1,124.84,124.84,
210684,259991,1005079,1,380.85,380.85,
210685,259991,1002167,1,130.76,130.76,
210686,259991,1002013,1,177.44,177.44,
210687,259991,1002150,1,230.89,230.89,
210688,259991,1005999,1,114.8,114.8,
210689,259996,1011423,1,86.75,86.75,
210690,259997,1001621,1,360.08,360.08,
210691,259997,1010933,1,186.97,186.97,
210692,259997,1008382,1,178.09,178.09,
210693,259997,1001905,1,1116.22,1116.22,
210694,259997,1007059,1,70.53,70.53,
210695,259997,1002259,1,258.18,258.18,
210696,259997,1007365,1,120.98,120.98,
210697,259997,1002013,1,177.44,177.44,
210698,259997,1007112,1,82.11,82.11,
210699,260006,1007770,1,90.04,90.04,
210700,260006,1004784,1,54.07,54.07,
210701,260006,1002111,1,135.14,135.14,
210702,260006,1001925,1,243.25,243.25,
210703,260006,1004208,1,539.07,539.07,
210704,260006,1002300,1,1042.92,1042.92,
210705,260006,1002105,1,254.76,254.76,
210706,260013,1006472,1,46.31,46.31,
210707,260013,1002167,2,130.76,261.52,
210708,260013,1005229,1,56.6,56.6,
210709,260013,1003629,1,282.2,282.2,
210710,260013,1005025,1,339.75,339.75,
210711,260013,1002279,1,205.5,205.5,
210712,260013,1010376,1,123.59,123.59,
210713,260013,1011269,1,154.19,154.19,
210714,260013,1002168,1,130.73,130.73,
210715,260013,1001901,1,804.21,804.21,
210716,260013,1007518,1,15.44,15.44,
210717,260025,1006980,1,122.78,122.78,
210718,260025,1003667,1,772.19,772.19,
210719,260025,1006774,1,66.87,66.87,
210720,260025,1001613,1,464.08,464.08,
210721,260025,1002389,1,321.5,321.5,
210722,260025,1002489,1,89.81,89.81,
210723,260025,1004267,1,257.04,257.04,
210724,260032,1002360,1,1747.79,1747.79,
210725,260032,1006831,1,71.28,71.28,
210726,260032,1002167,1,130.76,130.76,
210727,260032,1004640,1,145.41,145.41,
210728,260032,1006327,1,171.5,171.5,
210729,260032,1006940,1,93.05,93.05,
210730,260032,1002160,1,676.89,676.89,
210731,260032,1004871,1,128.65,128.65,
210732,260032,1005356,1,334.94,334.94,
210733,260032,1001959,1,257.15,257.15,
210734,260032,1005235,1,257.38,257.38,
210735,260043,1011569,1,172.97,172.97,
210736,260044,1003124,1,823.68,823.68,
210737,260044,1002338,1,1027.05,1027.05,
210738,260044,1005773,1,146.71,146.71,
210739,260044,1008757,1,62.52,62.52,
210740,260044,1004874,1,48.65,48.65,
210741,260044,1010504,1,150.54,150.54,
210742,260050,1002379,1,308.63,308.63,
210743,260050,1003637,1,150.7,150.7,
210744,260050,1002343,1,975.57,975.57,
210745,260053,1001966,1,89.32,89.32,
210746,260053,1003449,1,894.86,894.86,
210747,260053,1001605,1,643.23,643.23,
210748,260053,1006594,1,33.21,33.21,
210749,260057,1006927,1,270.25,270.25,
210750,260057,1003621,1,424.62,424.62,
210751,260059,1001808,1,128.42,128.42,
210752,260059,1002379,1,308.63,308.63,
210753,260059,1002116,1,133.67,133.67,
210754,260059,1002148,1,174.75,174.75,
210755,260059,1004848,1,30.86,30.86,
210756,260059,1002197,1,111.79,111.79,
210757,260059,1002105,1,254.76,254.76,
210758,260059,1002227,1,348.53,348.53,
210759,260059,1001613,1,464.08,464.08,
210760,260059,1006762,1,22.39,22.39,
210761,260059,1002249,1,231.64,231.64,
210762,260070,1003018,1,357.25,357.25,
210763,260070,1002334,1,975.57,975.57,
210764,260070,1006879,1,231.64,231.64,
210765,260070,1009832,1,15.19,15.19,
210766,260070,1006629,1,33.18,33.18,
210767,260070,1008011,1,29.6,29.6,
210768,260070,1003539,1,1148.01,1148.01,
210769,260077,1002325,1,154.38,154.38,
210770,260077,1001621,2,360.08,720.16,
210771,260077,1005239,1,225.67,225.67,
210772,260081,1001847,1,96.53,96.53,
210773,260081,1002241,1,771.93,771.93,
210774,260081,1009094,1,8.44,8.44,
210775,260081,1009880,1,7.7,7.7,
210776,260081,1002118,1,455.35,455.35,
210777,260081,1005079,1,380.85,380.85,
210778,260081,1001958,1,257.15,257.15,
210779,260081,1002246,1,1042.09,1042.09,
210780,260089,1002382,1,231.41,231.41,
210781,260089,1002344,1,1027.05,1027.05,
210782,260089,1001958,1,257.15,257.15,
210783,260089,1002105,1,254.76,254.76,
210784,260089,1002151,1,241.18,241.18,
210785,260089,1009733,1,118.08,118.08,
210786,260089,1001878,1,1012.19,1012.19,
210787,260096,1006562,1,33.44,33.44,
210788,260096,1003354,1,138.63,138.63,
210789,260096,1002509,1,553.14,553.14,
210790,260096,1011200,1,30.89,30.89,
210791,260096,1001779,1,124.84,124.84,
210792,260101,1007819,1,10.79,10.79,
210793,260101,1010293,1,115.81,115.81,
210794,260101,1007046,1,117.88,117.88,
210795,260101,1005900,1,72.05,72.05,
210796,260101,1007288,1,46.33,46.33,
210797,260101,1002581,1,308.63,308.63,
210798,260101,1002093,1,130.92,130.92,
210799,260101,1001674,1,979.16,979.16,
210800,260101,1004117,1,61.75,61.75,
210801,260101,1008824,1,501.94,501.94,
210802,260101,1004222,1,504.55,504.55,
210803,260101,1009778,1,118.08,118.08,
210804,260101,1002116,1,133.67,133.67,
210805,260114,1002148,1,174.75,174.75,
210806,260114,1003757,1,124.84,124.84,
210807,260114,1004006,1,205.72,205.72,
210808,260114,1008341,1,49.16,49.16,
210809,260114,1004998,1,321.73,321.73,
210810,260114,1007253,1,334.37,334.37,
210811,260114,1005698,1,61.75,61.75,
210812,260114,1006449,1,171.56,171.56,
210813,260122,1007974,1,20.34,20.34,
210814,260122,1001865,1,128.59,128.59,
210815,260122,1002301,1,1206.45,1206.45,
210816,260122,1001959,1,257.15,257.15,
210817,260122,1002810,1,685.37,685.37,
210818,260122,1003022,1,334.6,334.6,
210819,260128,1011419,1,15.42,15.42,
210820,260129,1002325,1,154.38,154.38,
210821,260129,1002110,1,185.08,185.08,
210822,260129,1001621,1,360.08,360.08,
210823,260129,1002111,1,135.14,135.14,
210824,260129,1002301,1,1206.45,1206.45,
210825,260129,1004784,1,54.07,54.07,
210826,260129,1002176,1,286.86,286.86,
210827,260129,1006904,1,143.38,143.38,
210828,260129,1002104,1,253.33,253.33,
210829,260129,1001665,1,587.56,587.56,
210830,260139,1003700,1,847.87,847.87,
210831,260139,1006709,1,107.8,107.8,
210832,260139,1002340,1,975.57,975.57,
210833,260139,1002329,1,975.57,975.57,
210834,260139,1002110,1,185.08,185.08,
210835,260139,1004597,1,61.75,61.75,
210836,260139,1010690,1,257.38,257.38,
210837,260139,1002334,1,975.57,975.57,
210838,260139,1002325,1,154.38,154.38,
210839,260139,1005095,1,308.65,308.65,
210840,260149,1002871,1,772.19,772.19,
210841,260149,1007319,1,192.8,192.8,
210842,260149,1002338,1,1027.05,1027.05,
210843,260149,1006722,1,161.93,161.93,
210844,260149,1009827,1,21.08,21.08,
210845,260149,1006458,1,8.88,8.88,
210846,260155,1007294,1,75.94,75.94,
210847,260156,1011475,1,71.04,71.04,
210848,260157,1002323,1,154.41,154.41,
210849,260157,1005912,1,69.47,69.47,
210850,260157,1001793,1,720.46,720.46,
210851,260157,1003938,1,162.14,162.14,
210852,260157,1005270,1,244.51,244.51,
210853,260157,1002227,1,348.53,348.53,
210854,260163,1003940,1,88.31,88.31,
210855,260163,1002341,1,1052.79,1052.79,
210856,260163,1001892,1,1177.4,1177.4,
210857,260163,1001793,1,720.46,720.46,
210858,260163,1003661,1,158.04,158.04,
210859,260163,1001749,1,257.12,257.12,
210860,260163,1001621,1,360.08,360.08,
210861,260163,1008430,1,192.8,192.8,
210862,260163,1005297,1,64.33,64.33,
210863,260163,1005677,1,84.61,84.61,
210864,260163,1001615,1,470.77,470.77,
210865,260163,1005264,1,64.08,64.08,
210866,260163,1002151,1,241.18,241.18,
210867,260163,1007015,1,94.75,94.75,
210868,260163,1001698,1,462.05,462.05,
210869,260178,1011343,1,35.5,35.5,
210870,260179,1011212,1,51.22,51.22,
210871,260180,1011191,1,16.19,16.19,
210872,260181,1011138,1,4.02,4.02,
210873,260181,1001901,1,804.21,804.21,
210874,260181,1006309,1,56.63,56.63,
210875,260181,1005050,1,391.23,391.23,
210876,260181,1004784,1,54.07,54.07,
210877,260181,1003539,1,1148.01,1148.01,
210878,260187,1001779,1,124.84,124.84,
210879,260187,1002330,1,1415.48,1415.48,
210880,260187,1007007,1,92.64,92.64,
210881,260187,1004871,1,128.65,128.65,
210882,260187,1003683,1,506.29,506.29,
210883,260187,1001889,1,1205.23,1205.23,
210884,260187,1006734,1,115.23,115.23,
210885,260187,1001676,1,957.53,957.53,
210886,260195,1001808,1,128.42,128.42,
210887,260195,1001619,1,397.95,397.95,
210888,260195,1007205,1,128.45,128.45,
210889,260195,1010460,1,30.12,30.12,
210890,260195,1003757,1,124.84,124.84,
210891,260195,1004956,1,423.89,423.89,
210892,260195,1005318,1,105.28,105.28,
210893,260195,1007106,1,419.6,419.6,
210894,260195,1001900,1,738.61,738.61,
210895,260195,1006904,1,143.38,143.38,
210896,260195,1007046,1,117.88,117.88,
210897,260195,1005699,1,72.85,72.85,
210898,260195,1002651,1,604.65,604.65,
210899,260208,1002115,1,278.54,278.54,
210900,260208,1002149,1,174.78,174.78,
210901,260208,1004192,1,334.6,334.6,
210902,260208,1002013,1,177.44,177.44,
210903,260208,1002268,1,614.55,614.55,
210904,260208,1006680,1,43.24,43.24,
210905,260208,1002095,1,203.35,203.35,
210906,260208,1002391,1,252.0,252.0,
210907,260216,1001901,1,804.21,804.21,
210908,260216,1009709,1,30.63,30.63,
210909,260216,1002744,1,437.57,437.57,
210910,260216,1006958,1,1281.74,1281.74,
210911,260220,1011213,1,66.9,66.9,
210912,260221,1003653,1,124.45,124.45,
210913,260221,1001763,1,223.43,223.43,
210914,260221,1002096,1,203.86,203.86,
210915,260221,1003634,1,1714.07,1714.07,
210916,260221,1002064,1,159.69,159.69,
210917,260221,1005917,1,28.24,28.24,
210918,260221,1003478,1,333.83,333.83,
210919,260221,1001731,1,715.02,715.02,
210920,260221,1002111,1,135.14,135.14,
210921,260230,1011342,1,74.57,74.57,
210922,260231,1004848,1,30.86,30.86,
210923,260231,1001602,1,514.76,514.76,
210924,260231,1008341,1,49.16,49.16,
210925,260231,1002181,1,388.68,388.68,
210926,260231,1008430,1,192.8,192.8,
210927,260231,1006343,1,60.23,60.23,
210928,260231,1004784,1,54.07,54.07,
210929,260231,1008758,1,62.42,62.42,
210930,260231,1005098,1,476.18,476.18,
210931,260240,1002052,1,1286.75,1286.75,
210932,260240,1006721,1,188.73,188.73,
210933,260240,1007823,1,15.42,15.42,
210934,260240,1002325,1,154.38,154.38,
210935,260240,1004753,1,72.05,72.05,
210936,260240,1004767,1,59.18,59.18,
210937,260240,1007835,1,49.81,49.81,
210938,260240,1002387,1,295.76,295.76,
210939,260248,1002096,1,203.86,203.86,
210940,260248,1002105,2,254.76,509.52,
210941,260248,1002179,1,388.81,388.81,
210942,260248,1002300,1,1042.92,1042.92,
210943,260248,1004647,1,70.76,70.76,
210944,260248,1001897,1,735.01,735.01,
210945,260248,1002167,1,130.76,130.76,
210946,260248,1006762,1,22.39,22.39,
210947,260257,1009432,1,40.74,40.74,
210948,260257,1001847,1,96.53,96.53,
210949,260257,1010144,1,64.32,64.32,
210950,260257,1001745,1,485.54,485.54,
210951,260257,1004267,1,257.04,257.04,
210952,260257,1002150,1,230.89,230.89,
210953,260257,1005353,1,33.44,33.44,
210954,260257,1002176,1,286.86,286.86,
210955,260257,1001608,1,581.22,581.22,
210956,260266,1002264,1,90.35,90.35,
210957,260266,1001613,1,464.08,464.08,
210958,260266,1002245,1,1029.34,1029.34,
210959,260266,1003637,1,150.7,150.7,
210960,260266,1003452,1,514.79,514.79,
210961,260266,1002151,1,241.18,241.18,
210962,260266,1003360,1,231.92,231.92,
210963,260266,1009890,1,12.84,12.84,
210964,260274,1005069,1,187.88,187.88,
210965,260274,1001925,1,243.25,243.25,
210966,260274,1002367,1,2072.1,2072.1,
210967,260274,1007165,1,151.61,151.61,
210968,260274,1002170,1,174.75,174.75,
210969,260274,1001898,1,808.27,808.27,
210970,260274,1002167,1,130.76,130.76,
210971,260274,1003155,1,696.57,696.57,
210972,260274,1001830,1,135.99,135.99,
210973,260283,1006304,1,143.73,143.73,
210974,260283,1002176,1,286.86,286.86,
210975,260283,1007060,1,68.01,68.01,
210976,260283,1002325,1,154.38,154.38,
210977,260283,1004267,1,257.04,257.04,
210978,260288,1002330,1,1415.48,1415.48,
210979,260288,1001897,1,735.01,735.01,
210980,260288,1001615,1,470.77,470.77,
210981,260288,1002272,1,95.86,95.86,
210982,260288,1006680,1,43.24,43.24,
210983,260288,1003354,1,138.63,138.63,
210984,260288,1009094,1,8.44,8.44,
210985,260288,1006540,1,48.55,48.55,
210986,260288,1002263,1,103.08,103.08,
210987,260297,1002049,1,871.07,871.07,
210988,260297,1007823,1,15.42,15.42,
210989,260297,1003425,1,137.45,137.45,
210990,260297,1003757,1,124.84,124.84,
210991,260297,1002121,1,244.25,244.25,
210992,260297,1006697,1,25.46,25.46,
210993,260297,1009779,1,118.07,118.07,
210994,260297,1002426,1,246.56,246.56,
210995,260297,1005080,1,208.19,208.19,
210996,260306,1010690,1,257.38,257.38,
210997,260306,1007969,1,33.44,33.44,
210998,260306,1002115,1,278.54,278.54,
210999,260306,1001807,1,720.46,720.46,
211000,260306,1007896,1,7.7,7.7,
211001,260311,1010872,1,39.82,39.82,
211002,260312,1008708,1,58.61,58.61,
211003,260312,1005016,1,411.59,411.59,
211004,260312,1008382,1,178.09,178.09,
211005,260312,1006943,1,1003.63,1003.63,
211006,260312,1002193,1,952.15,952.15,
211007,260312,1004193,1,349.79,349.79,
211008,260318,1004784,1,54.07,54.07,
211009,260318,1009827,1,21.08,21.08,
211010,260318,1005595,1,334.6,334.6,
211011,260318,1007046,1,117.88,117.88,
211012,260318,1002088,1,197.52,197.52,
211013,260318,1002300,1,1042.92,1042.92,
211014,260324,1010951,1,117.09,117.09,
211015,260325,1002010,1,101.65,101.65,
211016,260325,1010744,1,102.94,102.94,
211017,260325,1005114,1,285.69,285.69,
211018,260325,1002197,1,111.79,111.79,
211019,260325,1008824,1,501.94,501.94,
211020,260330,1011516,1,90.25,90.25,
211021,260331,1007969,1,33.44,33.44,
211022,260331,1009562,1,39.18,39.18,
211023,260331,1002115,1,278.54,278.54,
211024,260331,1002268,1,614.55,614.55,
211025,260331,1002325,1,154.38,154.38,
211026,260336,1002300,1,1042.92,1042.92,
211027,260336,1008371,1,324.02,324.02,
211028,260336,1001766,1,51.2,51.2,
211029,260336,1010658,1,38.61,38.61,
211030,260340,1002095,1,203.35,203.35,
211031,260340,1002227,1,348.53,348.53,
211032,260340,1002167,1,130.76,130.76,
211033,260340,1007657,1,139.77,139.77,
211034,260340,1003636,1,1173.52,1173.52,
211035,260340,1008999,1,23.91,23.91,
211036,260346,1002601,1,2496.59,2496.59,
211037,260346,1007986,1,26.51,26.51,
211038,260346,1002111,1,135.14,135.14,
211039,260346,1002095,1,203.35,203.35,
211040,260346,1002013,1,177.44,177.44,
211041,260346,1007414,1,164.74,164.74,
211042,260346,1001621,1,360.08,360.08,
211043,260346,1004901,1,179.67,179.67,
211044,260346,1004319,1,416.48,416.48,
211045,260355,1011071,1,282.89,282.89,
211046,260356,1011093,1,411.59,411.59,
211047,260357,1005424,1,151.91,151.91,
211048,260357,1010670,1,101.93,101.93,
211049,260357,1002346,1,949.83,949.83,
211050,260357,1003062,1,2470.85,2470.85,
211051,260357,1002340,1,975.57,975.57,
211052,260357,1002544,1,1068.21,1068.21,
211053,260357,1008430,1,192.8,192.8,
211054,260364,1008127,1,120.52,120.52,
211055,260364,1004769,1,77.17,77.17,
211056,260364,1001971,1,231.64,231.64,
211057,260364,1002323,1,154.41,154.41,
211058,260364,1003568,1,1106.82,1106.82,
211059,260364,1002197,1,111.79,111.79,
211060,260364,1005050,1,391.23,391.23,
211061,260364,1002168,1,130.73,130.73,
211062,260372,1007112,1,82.11,82.11,
211063,260372,1001878,1,1012.19,1012.19,
211064,260372,1007176,1,154.16,154.16,
211065,260375,1011071,1,282.89,282.89,
211066,260376,1010567,1,173.23,173.23,
211067,260376,1002013,1,177.44,177.44,
211068,260376,1009657,1,26.4,26.4,
211069,260376,1002064,1,159.69,159.69,
211070,260376,1003830,1,2470.11,2470.11,
211071,260381,1004784,1,54.07,54.07,
211072,260381,1002338,1,1027.05,1027.05,
211073,260381,1002115,1,278.54,278.54,
211074,260381,1002211,1,463.31,463.31,
211075,260385,1002379,1,308.63,308.63,
211076,260385,1002090,1,185.71,185.71,
211077,260385,1001706,1,460.5,460.5,
211078,260385,1001925,1,243.25,243.25,
211079,260385,1007086,1,46.08,46.08,
211080,260385,1004267,1,257.04,257.04,
211081,260385,1002120,1,244.54,244.54,
211082,260385,1006709,1,107.8,107.8,
211083,260385,1001830,1,135.99,135.99,
211084,260394,1002148,1,174.75,174.75,
211085,260394,1002260,1,257.23,257.23,
211086,260394,1002360,1,1747.79,1747.79,
211087,260394,1002340,1,975.57,975.57,
211088,260394,1002268,1,614.55,614.55,
211089,260394,1003611,1,368.04,368.04,
211090,260394,1002381,1,308.63,308.63,
211091,260401,1002090,1,185.71,185.71,
211092,260401,1002439,1,491.39,491.39,
211093,260401,1002793,1,640.36,640.36,
211094,260401,1002176,1,286.86,286.86,
211095,260401,1003425,1,137.45,137.45,
211096,260401,1002290,1,208.13,208.13,
211097,260401,1008915,1,308.86,308.86,
211098,260401,1001698,1,462.05,462.05,
211099,260401,1003661,1,158.04,158.04,
211100,260401,1008953,1,73.1,73.1,
211101,260401,1002065,1,155.71,155.71,
211102,260401,1006877,1,157.09,157.09,
211103,260401,1004862,1,53.23,53.23,
211104,260414,1001868,1,95.21,95.21,
211105,260414,1001602,1,514.76,514.76,
211106,260414,1002148,1,174.75,174.75,
211107,260414,1002150,1,230.89,230.89,
211108,260414,1002325,1,154.38,154.38,
211109,260414,1004753,1,72.05,72.05,
211110,260414,1007778,1,56.6,56.6,
211111,260414,1002262,1,100.13,100.13,
211112,260414,1003625,1,365.49,365.49,
211113,260414,1002259,1,258.18,258.18,
211114,260424,1011212,1,51.22,51.22,
211115,260425,1007896,1,7.7,7.7,
211116,260425,1006762,1,22.39,22.39,
211117,260425,1008508,1,66.67,66.67,
211118,260425,1007086,1,46.08,46.08,
211119,260425,1002116,1,133.67,133.67,
211120,260425,1002929,1,223.69,223.69,
211121,260431,1002199,1,110.24,110.24,
211122,260431,1007176,1,154.16,154.16,
211123,260431,1003022,1,334.6,334.6,
211124,260431,1002179,1,388.81,388.81,
